"OrderedDict([('DateTime', datetime.datetime(2021, 7, 20, 18, 55, 28, 893610)), ('pm1_cf', 4), ('pm25_cf', 4), ('pm10_cf', 5), ('pm1', 4), ('pm25', 4), ('pm10', 5)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 17, 1, 433057)), ('pm1_cf', 6), ('pm25_cf', 8), ('pm10_cf', 8), ('pm1', 6), ('pm25', 8), ('pm10', 8)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 17, 16, 952475)), ('pm1_cf', 7), ('pm25_cf', 10), ('pm10_cf', 10), ('pm1', 7), ('pm25', 10), ('pm10', 10)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 17, 32, 471131)), ('pm1_cf', 8), ('pm25_cf', 11), ('pm10_cf', 12), ('pm1', 8), ('pm25', 11), ('pm10', 12)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 17, 47, 991462)), ('pm1_cf', 8), ('pm25_cf', 10), ('pm10_cf', 10), ('pm1', 8), ('pm25', 10), ('pm10', 10)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 18, 4, 420541)), ('pm1_cf', 8), ('pm25_cf', 9), ('pm10_cf', 9), ('pm1', 8), ('pm25', 9), ('pm10', 9)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 18, 19, 941228)), ('pm1_cf', 7), ('pm25_cf', 9), ('pm10_cf', 9), ('pm1', 7), ('pm25', 9), ('pm10', 9)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 18, 35, 461352)), ('pm1_cf', 6), ('pm25_cf', 8), ('pm10_cf', 8), ('pm1', 6), ('pm25', 8), ('pm10', 8)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 18, 50, 981465)), ('pm1_cf', 5), ('pm25_cf', 7), ('pm10_cf', 7), ('pm1', 5), ('pm25', 7), ('pm10', 7)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 19, 6, 501038)), ('pm1_cf', 6), ('pm25_cf', 8), ('pm10_cf', 8), ('pm1', 6), ('pm25', 8), ('pm10', 8)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 19, 22, 20686)), ('pm1_cf', 6), ('pm25_cf', 9), ('pm10_cf', 9), ('pm1', 6), ('pm25', 9), ('pm10', 9)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 19, 38, 379319)), ('pm1_cf', 7), ('pm25_cf', 9), ('pm10_cf', 9), ('pm1', 7), ('pm25', 9), ('pm10', 9)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 19, 53, 899294)), ('pm1_cf', 8), ('pm25_cf', 10), ('pm10_cf', 10), ('pm1', 8), ('pm25', 10), ('pm10', 10)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 20, 9, 419063)), ('pm1_cf', 6), ('pm25_cf', 8), ('pm10_cf', 8), ('pm1', 6), ('pm25', 8), ('pm10', 8)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 20, 24, 939195)), ('pm1_cf', 8), ('pm25_cf', 11), ('pm10_cf', 11), ('pm1', 8), ('pm25', 11), ('pm10', 11)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 20, 40, 457904)), ('pm1_cf', 7), ('pm25_cf', 9), ('pm10_cf', 10), ('pm1', 7), ('pm25', 9), ('pm10', 10)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 20, 55, 977078)), ('pm1_cf', 5), ('pm25_cf', 8), ('pm10_cf', 8), ('pm1', 5), ('pm25', 8), ('pm10', 8)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 21, 11, 496302)), ('pm1_cf', 7), ('pm25_cf', 10), ('pm10_cf', 10), ('pm1', 7), ('pm25', 10), ('pm10', 10)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 21, 27, 15793)), ('pm1_cf', 7), ('pm25_cf', 8), ('pm10_cf', 8), ('pm1', 7), ('pm25', 8), ('pm10', 8)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 21, 43, 372851)), ('pm1_cf', 7), ('pm25_cf', 8), ('pm10_cf', 8), ('pm1', 7), ('pm25', 8), ('pm10', 8)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 21, 58, 891438)), ('pm1_cf', 6), ('pm25_cf', 9), ('pm10_cf', 9), ('pm1', 6), ('pm25', 9), ('pm10', 9)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 22, 14, 410082)), ('pm1_cf', 7), ('pm25_cf', 8), ('pm10_cf', 8), ('pm1', 7), ('pm25', 8), ('pm10', 8)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 22, 29, 928880)), ('pm1_cf', 6), ('pm25_cf', 8), ('pm10_cf', 8), ('pm1', 6), ('pm25', 8), ('pm10', 8)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 22, 45, 447949)), ('pm1_cf', 7), ('pm25_cf', 9), ('pm10_cf', 9), ('pm1', 7), ('pm25', 9), ('pm10', 9)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 23, 0, 967038)), ('pm1_cf', 7), ('pm25_cf', 10), ('pm10_cf', 10), ('pm1', 7), ('pm25', 10), ('pm10', 10)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 23, 16, 486277)), ('pm1_cf', 7), ('pm25_cf', 10), ('pm10_cf', 10), ('pm1', 7), ('pm25', 10), ('pm10', 10)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 23, 32, 5145)), ('pm1_cf', 7), ('pm25_cf', 11), ('pm10_cf', 12), ('pm1', 7), ('pm25', 11), ('pm10', 12)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 23, 48, 431765)), ('pm1_cf', 7), ('pm25_cf', 11), ('pm10_cf', 11), ('pm1', 7), ('pm25', 11), ('pm10', 11)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 24, 3, 950925)), ('pm1_cf', 8), ('pm25_cf', 11), ('pm10_cf', 11), ('pm1', 8), ('pm25', 11), ('pm10', 11)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 24, 20, 308607)), ('pm1_cf', 7), ('pm25_cf', 10), ('pm10_cf', 11), ('pm1', 7), ('pm25', 10), ('pm10', 11)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 24, 35, 827391)), ('pm1_cf', 6), ('pm25_cf', 9), ('pm10_cf', 9), ('pm1', 6), ('pm25', 9), ('pm10', 9)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 24, 51, 344486)), ('pm1_cf', 6), ('pm25_cf', 9), ('pm10_cf', 9), ('pm1', 6), ('pm25', 9), ('pm10', 9)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 25, 6, 862654)), ('pm1_cf', 5), ('pm25_cf', 9), ('pm10_cf', 9), ('pm1', 5), ('pm25', 9), ('pm10', 9)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 25, 23, 226858)), ('pm1_cf', 5), ('pm25_cf', 8), ('pm10_cf', 9), ('pm1', 5), ('pm25', 8), ('pm10', 9)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 25, 39, 646986)), ('pm1_cf', 7), ('pm25_cf', 9), ('pm10_cf', 10), ('pm1', 7), ('pm25', 9), ('pm10', 10)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 25, 55, 165420)), ('pm1_cf', 7), ('pm25_cf', 9), ('pm10_cf', 10), ('pm1', 7), ('pm25', 9), ('pm10', 10)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 26, 11, 522703)), ('pm1_cf', 6), ('pm25_cf', 9), ('pm10_cf', 9), ('pm1', 6), ('pm25', 9), ('pm10', 9)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 26, 27, 42041)), ('pm1_cf', 6), ('pm25_cf', 8), ('pm10_cf', 8), ('pm1', 6), ('pm25', 8), ('pm10', 8)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 26, 43, 400111)), ('pm1_cf', 8), ('pm25_cf', 10), ('pm10_cf', 10), ('pm1', 8), ('pm25', 10), ('pm10', 10)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 26, 58, 918335)), ('pm1_cf', 7), ('pm25_cf', 10), ('pm10_cf', 11), ('pm1', 7), ('pm25', 10), ('pm10', 11)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 27, 15, 344805)), ('pm1_cf', 6), ('pm25_cf', 10), ('pm10_cf', 10), ('pm1', 6), ('pm25', 10), ('pm10', 10)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 27, 30, 862544)), ('pm1_cf', 6), ('pm25_cf', 8), ('pm10_cf', 8), ('pm1', 6), ('pm25', 8), ('pm10', 8)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 27, 47, 236819)), ('pm1_cf', 7), ('pm25_cf', 9), ('pm10_cf', 9), ('pm1', 7), ('pm25', 9), ('pm10', 9)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 28, 3, 575677)), ('pm1_cf', 8), ('pm25_cf', 9), ('pm10_cf', 9), ('pm1', 8), ('pm25', 9), ('pm10', 9)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 28, 19, 96875)), ('pm1_cf', 8), ('pm25_cf', 9), ('pm10_cf', 9), ('pm1', 8), ('pm25', 9), ('pm10', 9)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 28, 35, 518911)), ('pm1_cf', 6), ('pm25_cf', 8), ('pm10_cf', 9), ('pm1', 6), ('pm25', 8), ('pm10', 9)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 28, 51, 35860)), ('pm1_cf', 6), ('pm25_cf', 7), ('pm10_cf', 7), ('pm1', 6), ('pm25', 7), ('pm10', 7)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 29, 7, 396811)), ('pm1_cf', 6), ('pm25_cf', 8), ('pm10_cf', 8), ('pm1', 6), ('pm25', 8), ('pm10', 8)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 29, 22, 911397)), ('pm1_cf', 6), ('pm25_cf', 9), ('pm10_cf', 10), ('pm1', 6), ('pm25', 9), ('pm10', 10)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 29, 39, 276824)), ('pm1_cf', 7), ('pm25_cf', 11), ('pm10_cf', 13), ('pm1', 7), ('pm25', 11), ('pm10', 13)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 29, 55, 693049)), ('pm1_cf', 8), ('pm25_cf', 11), ('pm10_cf', 11), ('pm1', 8), ('pm25', 11), ('pm10', 11)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 30, 11, 209694)), ('pm1_cf', 5), ('pm25_cf', 7), ('pm10_cf', 7), ('pm1', 5), ('pm25', 7), ('pm10', 7)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 30, 27, 565415)), ('pm1_cf', 7), ('pm25_cf', 9), ('pm10_cf', 11), ('pm1', 7), ('pm25', 9), ('pm10', 11)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 30, 43, 81733)), ('pm1_cf', 7), ('pm25_cf', 10), ('pm10_cf', 12), ('pm1', 7), ('pm25', 10), ('pm10', 12)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 30, 59, 437800)), ('pm1_cf', 8), ('pm25_cf', 10), ('pm10_cf', 10), ('pm1', 8), ('pm25', 10), ('pm10', 10)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 31, 15, 515191)), ('pm1_cf', 6), ('pm25_cf', 11), ('pm10_cf', 11), ('pm1', 6), ('pm25', 11), ('pm10', 11)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 31, 31, 31322)), ('pm1_cf', 5), ('pm25_cf', 9), ('pm10_cf', 9), ('pm1', 5), ('pm25', 9), ('pm10', 9)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 31, 47, 457371)), ('pm1_cf', 7), ('pm25_cf', 9), ('pm10_cf', 9), ('pm1', 7), ('pm25', 9), ('pm10', 9)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 32, 2, 975031)), ('pm1_cf', 8), ('pm25_cf', 11), ('pm10_cf', 12), ('pm1', 8), ('pm25', 11), ('pm10', 12)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 32, 19, 330887)), ('pm1_cf', 7), ('pm25_cf', 11), ('pm10_cf', 11), ('pm1', 7), ('pm25', 11), ('pm10', 11)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 32, 35, 686716)), ('pm1_cf', 6), ('pm25_cf', 8), ('pm10_cf', 8), ('pm1', 6), ('pm25', 8), ('pm10', 8)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 32, 52, 112372)), ('pm1_cf', 6), ('pm25_cf', 9), ('pm10_cf', 9), ('pm1', 6), ('pm25', 9), ('pm10', 9)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 33, 8, 468398)), ('pm1_cf', 7), ('pm25_cf', 9), ('pm10_cf', 9), ('pm1', 7), ('pm25', 9), ('pm10', 9)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 33, 23, 985966)), ('pm1_cf', 7), ('pm25_cf', 8), ('pm10_cf', 8), ('pm1', 7), ('pm25', 8), ('pm10', 8)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 33, 40, 342682)), ('pm1_cf', 8), ('pm25_cf', 9), ('pm10_cf', 9), ('pm1', 8), ('pm25', 9), ('pm10', 9)])"
""
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 34, 12, 287456)), ('pm1_cf', 7), ('pm25_cf', 9), ('pm10_cf', 9), ('pm1', 7), ('pm25', 9), ('pm10', 9)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 34, 28, 644248)), ('pm1_cf', 8), ('pm25_cf', 9), ('pm10_cf', 10), ('pm1', 8), ('pm25', 9), ('pm10', 10)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 34, 44, 164812)), ('pm1_cf', 7), ('pm25_cf', 10), ('pm10_cf', 11), ('pm1', 7), ('pm25', 10), ('pm10', 11)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 35, 0, 519023)), ('pm1_cf', 5), ('pm25_cf', 9), ('pm10_cf', 9), ('pm1', 5), ('pm25', 9), ('pm10', 9)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 35, 16, 37413)), ('pm1_cf', 6), ('pm25_cf', 10), ('pm10_cf', 10), ('pm1', 6), ('pm25', 10), ('pm10', 10)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 35, 32, 464135)), ('pm1_cf', 7), ('pm25_cf', 10), ('pm10_cf', 10), ('pm1', 7), ('pm25', 10), ('pm10', 10)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 35, 48, 820336)), ('pm1_cf', 9), ('pm25_cf', 12), ('pm10_cf', 12), ('pm1', 9), ('pm25', 12), ('pm10', 12)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 36, 4, 337505)), ('pm1_cf', 8), ('pm25_cf', 10), ('pm10_cf', 10), ('pm1', 8), ('pm25', 10), ('pm10', 10)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 36, 19, 854381)), ('pm1_cf', 7), ('pm25_cf', 10), ('pm10_cf', 10), ('pm1', 7), ('pm25', 10), ('pm10', 10)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 36, 36, 226810)), ('pm1_cf', 6), ('pm25_cf', 8), ('pm10_cf', 8), ('pm1', 6), ('pm25', 8), ('pm10', 8)])"
""
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 37, 8, 714463)), ('pm1_cf', 5), ('pm25_cf', 8), ('pm10_cf', 8), ('pm1', 5), ('pm25', 8), ('pm10', 8)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 37, 24, 792606)), ('pm1_cf', 6), ('pm25_cf', 10), ('pm10_cf', 11), ('pm1', 6), ('pm25', 10), ('pm10', 11)])"
""
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 37, 57, 505932)), ('pm1_cf', 8), ('pm25_cf', 11), ('pm10_cf', 11), ('pm1', 8), ('pm25', 11), ('pm10', 11)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 38, 13, 24139)), ('pm1_cf', 8), ('pm25_cf', 11), ('pm10_cf', 11), ('pm1', 8), ('pm25', 11), ('pm10', 11)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 38, 29, 450746)), ('pm1_cf', 6), ('pm25_cf', 9), ('pm10_cf', 9), ('pm1', 6), ('pm25', 9), ('pm10', 9)])"
""
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 39, 1, 324659)), ('pm1_cf', 8), ('pm25_cf', 10), ('pm10_cf', 11), ('pm1', 8), ('pm25', 10), ('pm10', 11)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 39, 16, 841905)), ('pm1_cf', 7), ('pm25_cf', 9), ('pm10_cf', 10), ('pm1', 7), ('pm25', 9), ('pm10', 10)])"
""
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 39, 49, 624656)), ('pm1_cf', 6), ('pm25_cf', 10), ('pm10_cf', 10), ('pm1', 6), ('pm25', 10), ('pm10', 10)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 40, 5, 980018)), ('pm1_cf', 7), ('pm25_cf', 10), ('pm10_cf', 11), ('pm1', 7), ('pm25', 10), ('pm10', 11)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 40, 22, 346882)), ('pm1_cf', 8), ('pm25_cf', 10), ('pm10_cf', 11), ('pm1', 8), ('pm25', 10), ('pm10', 11)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 40, 37, 852666)), ('pm1_cf', 8), ('pm25_cf', 10), ('pm10_cf', 10), ('pm1', 8), ('pm25', 10), ('pm10', 10)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 40, 54, 279289)), ('pm1_cf', 8), ('pm25_cf', 10), ('pm10_cf', 10), ('pm1', 8), ('pm25', 10), ('pm10', 10)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 41, 10, 634865)), ('pm1_cf', 8), ('pm25_cf', 11), ('pm10_cf', 11), ('pm1', 8), ('pm25', 11), ('pm10', 11)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 41, 26, 991131)), ('pm1_cf', 7), ('pm25_cf', 10), ('pm10_cf', 11), ('pm1', 7), ('pm25', 10), ('pm10', 11)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 41, 43, 417235)), ('pm1_cf', 7), ('pm25_cf', 9), ('pm10_cf', 10), ('pm1', 7), ('pm25', 9), ('pm10', 10)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 41, 58, 934108)), ('pm1_cf', 7), ('pm25_cf', 8), ('pm10_cf', 9), ('pm1', 7), ('pm25', 8), ('pm10', 9)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 42, 15, 296844)), ('pm1_cf', 7), ('pm25_cf', 9), ('pm10_cf', 9), ('pm1', 7), ('pm25', 9), ('pm10', 9)])"
""
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 42, 47, 166856)), ('pm1_cf', 8), ('pm25_cf', 11), ('pm10_cf', 11), ('pm1', 8), ('pm25', 11), ('pm10', 11)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 43, 3, 587207)), ('pm1_cf', 8), ('pm25_cf', 10), ('pm10_cf', 10), ('pm1', 8), ('pm25', 10), ('pm10', 10)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 43, 19, 103966)), ('pm1_cf', 9), ('pm25_cf', 11), ('pm10_cf', 11), ('pm1', 9), ('pm25', 11), ('pm10', 11)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 43, 35, 459399)), ('pm1_cf', 9), ('pm25_cf', 11), ('pm10_cf', 11), ('pm1', 9), ('pm25', 11), ('pm10', 11)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 43, 50, 975024)), ('pm1_cf', 6), ('pm25_cf', 9), ('pm10_cf', 9), ('pm1', 6), ('pm25', 9), ('pm10', 9)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 44, 7, 336844)), ('pm1_cf', 7), ('pm25_cf', 10), ('pm10_cf', 11), ('pm1', 7), ('pm25', 10), ('pm10', 11)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 44, 23, 756219)), ('pm1_cf', 7), ('pm25_cf', 10), ('pm10_cf', 11), ('pm1', 7), ('pm25', 10), ('pm10', 11)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 44, 40, 116985)), ('pm1_cf', 8), ('pm25_cf', 11), ('pm10_cf', 11), ('pm1', 8), ('pm25', 11), ('pm10', 11)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 44, 56, 466582)), ('pm1_cf', 8), ('pm25_cf', 11), ('pm10_cf', 12), ('pm1', 8), ('pm25', 11), ('pm10', 12)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 45, 11, 981920)), ('pm1_cf', 8), ('pm25_cf', 10), ('pm10_cf', 11), ('pm1', 8), ('pm25', 10), ('pm10', 11)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 45, 28, 407021)), ('pm1_cf', 6), ('pm25_cf', 9), ('pm10_cf', 9), ('pm1', 6), ('pm25', 9), ('pm10', 9)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 45, 44, 760464)), ('pm1_cf', 6), ('pm25_cf', 10), ('pm10_cf', 10), ('pm1', 6), ('pm25', 10), ('pm10', 10)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 46, 1, 115847)), ('pm1_cf', 6), ('pm25_cf', 8), ('pm10_cf', 8), ('pm1', 6), ('pm25', 8), ('pm10', 8)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 46, 17, 542384)), ('pm1_cf', 7), ('pm25_cf', 9), ('pm10_cf', 9), ('pm1', 7), ('pm25', 9), ('pm10', 9)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 46, 33, 64772)), ('pm1_cf', 6), ('pm25_cf', 9), ('pm10_cf', 9), ('pm1', 6), ('pm25', 9), ('pm10', 9)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 46, 49, 415564)), ('pm1_cf', 7), ('pm25_cf', 9), ('pm10_cf', 9), ('pm1', 7), ('pm25', 9), ('pm10', 9)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 47, 4, 932547)), ('pm1_cf', 7), ('pm25_cf', 10), ('pm10_cf', 10), ('pm1', 7), ('pm25', 10), ('pm10', 10)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 47, 21, 296829)), ('pm1_cf', 7), ('pm25_cf', 10), ('pm10_cf', 11), ('pm1', 7), ('pm25', 10), ('pm10', 11)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 47, 37, 714539)), ('pm1_cf', 7), ('pm25_cf', 12), ('pm10_cf', 13), ('pm1', 7), ('pm25', 12), ('pm10', 13)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 47, 54, 71030)), ('pm1_cf', 6), ('pm25_cf', 9), ('pm10_cf', 10), ('pm1', 6), ('pm25', 9), ('pm10', 10)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 48, 10, 428030)), ('pm1_cf', 8), ('pm25_cf', 11), ('pm10_cf', 11), ('pm1', 8), ('pm25', 11), ('pm10', 11)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 48, 25, 945834)), ('pm1_cf', 9), ('pm25_cf', 12), ('pm10_cf', 12), ('pm1', 9), ('pm25', 12), ('pm10', 12)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 48, 42, 376822)), ('pm1_cf', 10), ('pm25_cf', 12), ('pm10_cf', 12), ('pm1', 10), ('pm25', 12), ('pm10', 12)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 48, 58, 729723)), ('pm1_cf', 8), ('pm25_cf', 11), ('pm10_cf', 13), ('pm1', 8), ('pm25', 11), ('pm10', 13)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 49, 14, 264998)), ('pm1_cf', 7), ('pm25_cf', 11), ('pm10_cf', 15), ('pm1', 7), ('pm25', 11), ('pm10', 15)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 49, 30, 604803)), ('pm1_cf', 7), ('pm25_cf', 11), ('pm10_cf', 15), ('pm1', 7), ('pm25', 11), ('pm10', 15)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 49, 46, 124049)), ('pm1_cf', 9), ('pm25_cf', 12), ('pm10_cf', 13), ('pm1', 9), ('pm25', 12), ('pm10', 13)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 50, 2, 550622)), ('pm1_cf', 10), ('pm25_cf', 12), ('pm10_cf', 12), ('pm1', 10), ('pm25', 12), ('pm10', 12)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 50, 18, 907113)), ('pm1_cf', 9), ('pm25_cf', 11), ('pm10_cf', 11), ('pm1', 9), ('pm25', 11), ('pm10', 11)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 50, 35, 264218)), ('pm1_cf', 8), ('pm25_cf', 10), ('pm10_cf', 10), ('pm1', 8), ('pm25', 10), ('pm10', 10)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 50, 51, 690417)), ('pm1_cf', 7), ('pm25_cf', 9), ('pm10_cf', 10), ('pm1', 7), ('pm25', 9), ('pm10', 10)])"
""
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 51, 24, 407174)), ('pm1_cf', 8), ('pm25_cf', 11), ('pm10_cf', 11), ('pm1', 8), ('pm25', 11), ('pm10', 11)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 51, 40, 830110)), ('pm1_cf', 7), ('pm25_cf', 10), ('pm10_cf', 10), ('pm1', 7), ('pm25', 10), ('pm10', 10)])"
"OrderedDict([('DateTime', datetime.datetime(2021, 8, 12, 11, 51, 57, 191478)), ('pm1_cf', 8), ('pm25_cf', 11), ('pm10_cf', 11), ('pm1', 8), ('pm25', 11), ('pm10', 11)])"
